# Type map: Nern et al. 2025 optic-lobe inventory -> MaleCNS v1.0 type names. Built by scripts/build_type_map_nern2025.py.
# Source: Nern A, Loesche F, Takemura S-y, et al. (2025) Connectome-driven neural inventory of a complete visual system. Nature 641, 1225-1237. doi:10.1038/s41586-025-08746-0 (CC BY 4.0); Supplementary Tables 1, 5, 7 (MOESM4 zip), hashes in docs/audits/receptor_sources_nern2025.md.
# tier: exact = identical type name in both inventories; class = MaleCNS '<prefix>_unclear' bin whose Nern subtypes all carry one prediction;
#       unmatched = MaleCNS optic-lobe-superclass type with no Nern counterpart (evidence says why). No alias / fuzzy rows were needed: all 732 Nern names are MaleCNS names.
# nern_nt: Sup_Table_1 'predicted neurotransmitter' (EM synapse classifier trained on 59 optic-lobe types; 'unclear' = low confidence, not independently confirmed).
# fw_nt: Sup_Table_7 FlyWire prediction for the matched FlyWire type (Eckstein et al. 2024 classifier, female brain). validated_*: Sup_Table_5 experimental transmitter
#       (FISH / bulk RNA-seq / antibody); validated_in_training = yes means the type was classifier ground truth, so it is not an independent check of nern_nt.
# malecns_*: from cache/neurons.parquet (model nt after the AL-LN override; mode over the type's cells, share of cells with that mode, cells with nt = unknown);
# out_syn_W = sum |c.W| over the type's output edges (sign-0 edges are zero); out_syn_raw = uncapped MaleCNS synapse count on the model's node set.
# NT vocabulary: acetylcholine gaba glutamate histamine dopamine octopamine serotonin unclear; 'a+b' = source lists two.
source_name,malecns_type,tier,evidence,n_cells_malecns,nern_main_group,nern_n_cells_R,nern_n_cells_L,nern_nt,fw_nt,t7_matched_as,validated_nt,validated_method,validated_reference,validated_in_training,malecns_superclass,malecns_nt,malecns_nt_share,malecns_n_unknown_nt,out_syn_W,out_syn_raw
TmY16,TmY16,exact,"identical name; Sup_Table_1 row 663 (instance TmY16_R, 80 cells, ONCN)",168,ONCN,80,0,glutamate,gaba,1-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,glutamate,1.0,0,144398,144398.0
TmY17,TmY17,exact,"identical name; Sup_Table_1 row 664 (instance TmY17_R, 200 cells, ONCN)",395,ONCN,200,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"EASI-FISH (Eddison et al), FISH (Long  et al)",This study,no,ol_intrinsic,acetylcholine,1.0,0,316097,316097.0
TmY18,TmY18,exact,"identical name; Sup_Table_1 row 665 (instance TmY18_R, 694 cells, ONCN)",1367,ONCN,694,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,287435,287435.0
TmY19a,TmY19a,exact,"identical name; Sup_Table_1 row 666 (instance TmY19a_R, 43 cells, ONCN)",86,ONCN,43,0,gaba,gaba,1-to-3,,,,,ol_intrinsic,gaba,1.0,0,200009,200009.0
TmY19b,TmY19b,exact,"identical name; Sup_Table_1 row 667 (instance TmY19b_R, 17 cells, ONCN)",36,ONCN,17,0,gaba,gaba,1-to-1,gaba,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,gaba,1.0,0,79328,79328.0
TmY20,TmY20,exact,"identical name; Sup_Table_1 row 668 (instance TmY20_R, 167 cells, ONCN)",343,ONCN,167,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,177486,177486.0
TmY21,TmY21,exact,"identical name; Sup_Table_1 row 669 (instance TmY21_R, 189 cells, ONCN)",372,ONCN,189,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,190397,190397.0
vCal1,vCal1,exact,"identical name; Sup_Table_1 row 670 (instance vCal1_R, 1 cells, VPN)",2,VPN,1,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,5480,5480.0
vCal2,vCal2,exact,"identical name; Sup_Table_1 row 671 (instance vCal2_R, 1 cells, VPN)",2,VPN,1,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,4435,4435.0
vCal3,vCal3,exact,"identical name; Sup_Table_1 row 672 (instance vCal3_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,10024,10024.0
VLP_TBD1,VLP_TBD1,exact,"identical name; Sup_Table_1 row 673 (instance VLP_TBD1_R, 1 cells, other)",2,other,1,0,unclear,acetylcholine,1-to-1,,,,,cb_intrinsic,acetylcholine,1.0,0,1792,1792.0
VS,VS,exact,"identical name; Sup_Table_1 row 674 (instance VS_R, 9 cells, VPN)",18,VPN,9,0,acetylcholine,acetylcholine,1-to-8,acetylcholine,EASI-FISH (Eddison et al),Zhao et al 2023,no,visual_projection,acetylcholine,1.0,0,8090,8090.0
VSm,VSm,exact,"identical name; Sup_Table_1 row 675 (instance VSm_R, 2 cells, VPN)",4,VPN,2,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,9231,9231.0
VST1,VST1,exact,"identical name; Sup_Table_1 row 676 (instance VST1_R, 3 cells, VPN)",5,VPN,3,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,3344,3344.0
VST2,VST2,exact,"identical name; Sup_Table_1 row 677 (instance VST2_R, 4 cells, VPN)",7,VPN,4,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,6839,6839.0
Y3,Y3,exact,"identical name; Sup_Table_1 row 678 (instance Y3_R, 322 cells, ONCN)",627,ONCN,322,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,560136,560136.0
Y11,Y11,exact,"identical name; Sup_Table_1 row 679 (instance Y11_R, 76 cells, ONCN)",153,ONCN,76,0,glutamate,glutamate,1-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,glutamate,1.0,0,183403,183403.0
Y12,Y12,exact,"identical name; Sup_Table_1 row 680 (instance Y12_R, 89 cells, ONCN)",186,ONCN,89,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,159656,159656.0
Y13,Y13,exact,"identical name; Sup_Table_1 row 681 (instance Y13_R, 99 cells, ONCN)",193,ONCN,99,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,162967,162967.0
Y14,Y14,exact,"identical name; Sup_Table_1 row 682 (instance Y14_R, 104 cells, ONCN)",208,ONCN,104,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,132831,132831.0
5-HTPMPV01,5-HTPMPV01,exact,"identical name; Sup_Table_1 row 683 (instance 5-HTPMPV01_L, 0 cells, VCN)",2,VCN,0,1,unclear,unclear,1-to-1,,,,,cb_intrinsic,serotonin,1.0,0,0,10066.0
CL357,CL357,exact,"identical name; Sup_Table_1 row 690 (instance CL357_L, 0 cells, other)",2,other,0,1,unclear,unclear,1-to-1,unclear,EASI-FISH (Eddison et al),This study,no,cb_intrinsic,serotonin,1.0,0,0,4824.0
CT1,CT1,exact,"identical name; Sup_Table_1 row 691 (instance CT1_L, 0 cells, ONCN)",2,ONCN,0,1,gaba,gaba,1-to-1,gaba,antibody staining of genetically marked cells,Takemura et al 2017,no,ol_intrinsic,gaba,1.0,0,253693,253693.0
DCH,DCH,exact,"identical name; Sup_Table_1 row 693 (instance DCH_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,39951,39951.0
DNc02,DNc02,exact,"identical name; Sup_Table_1 row 695 (instance DNc02_L, 0 cells, other)",2,other,0,1,unclear,dopamine,1-to-1,,,,,descending_neuron,unknown,1.0,2,0,7027.0
Li38,Li38,exact,"identical name; Sup_Table_1 row 704 (instance Li38_L, 0 cells, ONIN)",2,ONIN,0,1,gaba,unclear,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,35585,35585.0
Li39,Li39,exact,"identical name; Sup_Table_1 row 705 (instance Li39_L, 0 cells, ONIN)",2,ONIN,0,1,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,103859,103859.0
LoVC1,LoVC1,exact,"identical name; Sup_Table_1 row 706 (instance LoVC1_L, 0 cells, VCN)",2,VCN,0,1,glutamate,glutamate,1-to-1,,,,,visual_centrifugal,glutamate,1.0,0,12719,12719.0
LoVC3,LoVC3,exact,"identical name; Sup_Table_1 row 707 (instance LoVC3_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,10977,10977.0
LoVC9,LoVC9,exact,"identical name; Sup_Table_1 row 708 (instance LoVC9_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,6800,6800.0
LoVC11,LoVC11,exact,"identical name; Sup_Table_1 row 709 (instance LoVC11_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,20996,20996.0
LoVC12,LoVC12,exact,"identical name; Sup_Table_1 row 710 (instance LoVC12_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,13138,13138.0
LoVC14,LoVC14,exact,"identical name; Sup_Table_1 row 711 (instance LoVC14_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,14885,14885.0
LoVC20,LoVC20,exact,"identical name; Sup_Table_1 row 712 (instance LoVC20_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,cb_intrinsic,gaba,1.0,0,15968,15968.0
LoVC21,LoVC21,exact,"identical name; Sup_Table_1 row 713 (instance LoVC21_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,14069,14069.0
LoVC22,LoVC22,exact,"identical name; Sup_Table_1 row 714 (instance LoVC22_L, 0 cells, VCN)",4,VCN,0,2,dopamine,dopamine,1-to-1,dopamine,antibody staining of genetically marked cells,Mao and Davis 2009,yes,visual_centrifugal,dopamine,1.0,0,0,27115.0
LoVC23,LoVC23,exact,"identical name; Sup_Table_1 row 715 (instance LoVC23_L, 0 cells, VCN)",4,VCN,0,2,gaba,gaba,1-to-1,gaba,FISH (Long  et al),This study,no,cb_intrinsic,gaba,1.0,0,3286,3286.0
LoVC25,LoVC25,exact,"identical name; Sup_Table_1 row 716 (instance LoVC25_L, 0 cells, VCN)",22,VCN,0,9,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,25696,25696.0
LoVC27,LoVC27,exact,"identical name; Sup_Table_1 row 717 (instance LoVC27_L, 0 cells, VCN)",10,VCN,0,5,glutamate,glutamate,1-to-1,,,,,visual_centrifugal,glutamate,1.0,0,8069,8069.0
LoVC28,LoVC28,exact,"identical name; Sup_Table_1 row 718 (instance LoVC28_L, 0 cells, VCN)",3,VCN,0,2,glutamate,glutamate,2-to-1,,,,,visual_centrifugal,glutamate,1.0,0,3256,3256.0
LoVC29,LoVC29,exact,"identical name; Sup_Table_1 row 719 (instance LoVC29_L, 0 cells, VCN)",4,VCN,0,2,glutamate,glutamate,2-to-1,,,,,visual_centrifugal,glutamate,1.0,0,3351,3351.0
LPT57,LPT57,exact,"identical name; Sup_Table_1 row 724 (instance LPT57_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,19342,19342.0
LPT59,LPT59,exact,"identical name; Sup_Table_1 row 725 (instance LPT59_L, 0 cells, VCN)",2,VCN,0,1,glutamate,unclear,1-to-1,,,,,visual_centrifugal,glutamate,1.0,0,16230,16230.0
LT33,LT33,exact,"identical name; Sup_Table_1 row 726 (instance LT33_L, 0 cells, ONIN)",2,ONIN,0,1,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,36885,36885.0
LT35,LT35,exact,"identical name; Sup_Table_1 row 727 (instance LT35_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,18736,18736.0
LT36,LT36,exact,"identical name; Sup_Table_1 row 728 (instance LT36_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,25053,25053.0
LT46,LT46,exact,"identical name; Sup_Table_1 row 729 (instance LT46_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,14341,14341.0
mALD1,mALD1,exact,"identical name; Sup_Table_1 row 733 (instance mALD1_L, 0 cells, other)",2,other,0,1,gaba,gaba,1-to-1,,,,,cb_intrinsic,gaba,1.0,0,23508,23508.0
MeVC1,MeVC1,exact,"identical name; Sup_Table_1 row 734 (instance MeVC1_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,57151,57151.0
MeVC2,MeVC2,exact,"identical name; Sup_Table_1 row 735 (instance MeVC2_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,26463,26463.0
MeVC3,MeVC3,exact,"identical name; Sup_Table_1 row 736 (instance MeVC3_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,13991,13991.0
MeVC4a,MeVC4a,exact,"identical name; Sup_Table_1 row 737 (instance MeVC4a_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,32344,32344.0
MeVC4b,MeVC4b,exact,"identical name; Sup_Table_1 row 738 (instance MeVC4b_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,34378,34378.0
MeVC5,MeVC5,exact,"identical name; Sup_Table_1 row 739 (instance MeVC5_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,10466,10466.0
MeVC6,MeVC6,exact,"identical name; Sup_Table_1 row 740 (instance MeVC6_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,11624,11624.0
MeVC7a,MeVC7a,exact,"identical name; Sup_Table_1 row 741 (instance MeVC7a_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,5148,5148.0
MeVC7b,MeVC7b,exact,"identical name; Sup_Table_1 row 742 (instance MeVC7b_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,6050,6050.0
MeVC8,MeVC8,exact,"identical name; Sup_Table_1 row 743 (instance MeVC8_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,7000,7000.0
MeVC9,MeVC9,exact,"identical name; Sup_Table_1 row 744 (instance MeVC9_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,11033,11033.0
MeVC10,MeVC10,exact,"identical name; Sup_Table_1 row 745 (instance MeVC10_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,8047,8047.0
MeVC11,MeVC11,exact,"identical name; Sup_Table_1 row 746 (instance MeVC11_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,visual_centrifugal,acetylcholine,1.0,0,83848,83848.0
MeVC12,MeVC12,exact,"identical name; Sup_Table_1 row 747 (instance MeVC12_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,visual_centrifugal,acetylcholine,1.0,0,9227,9227.0
MeVC26,MeVC26,exact,"identical name; Sup_Table_1 row 748 (instance MeVC26_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,6079,6079.0
MeVC27,MeVC27,exact,"identical name; Sup_Table_1 row 749 (instance MeVC27_L, 0 cells, VCN)",6,VCN,0,3,unclear,dopamine,1-to-1,unclear,EASI-FISH (Eddison et al),This study,no,visual_centrifugal,unknown,1.0,6,0,5447.0
OLVC2,OLVC2,exact,"identical name; Sup_Table_1 row 772 (instance OLVC2_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,20336,20336.0
OLVC3,OLVC3,exact,"identical name; Sup_Table_1 row 773 (instance OLVC3_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,13254,13254.0
OLVC4,OLVC4,exact,"identical name; Sup_Table_1 row 774 (instance OLVC4_L, 0 cells, VCN)",2,VCN,0,1,unclear,dopamine,1-to-1,unclear,EASI-FISH (Eddison et al),This study,no,visual_centrifugal,unknown,1.0,2,0,3596.0
OLVC6,OLVC6,exact,"identical name; Sup_Table_1 row 775 (instance OLVC6_L, 0 cells, VCN)",2,VCN,0,1,glutamate,glutamate,1-to-1,,,,,visual_centrifugal,glutamate,1.0,0,2780,2780.0
OLVC7,OLVC7,exact,"identical name; Sup_Table_1 row 776 (instance OLVC7_L, 0 cells, VCN)",6,VCN,0,3,glutamate,glutamate,1-to-1,,,,,visual_centrifugal,glutamate,1.0,0,7152,7152.0
V1,V1,exact,"identical name; Sup_Table_1 row 778 (instance V1_L, 0 cells, VCN)",2,VCN,0,1,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,4580,4580.0
VCH,VCH,exact,"identical name; Sup_Table_1 row 779 (instance VCH_L, 0 cells, VCN)",2,VCN,0,1,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,36342,36342.0
,Cm_unclear,unmatched,"MaleCNS 'Cm_unclear' bin spans 39 Nern Cm subtypes whose predictions disagree (gaba 20, glutamate 12, acetylcholine 6, unclear 1); no class-level label",1,,0,0,,,,,,,,ol_intrinsic,acetylcholine,1.0,0,830,830.0
,LA_ME_unclear,unmatched,MaleCNS 'LA_ME_unclear' is a region / class bin with no Nern type of that prefix,3,,0,0,,,,,,,,ol_intrinsic,acetylcholine,1.0,0,799,799.0
LC10a|LC10b|LC10c-1|LC10c-2|LC10d|LC10e,LC10_unclear,class,"MaleCNS 'LC10_unclear' bin = unresolved subtype of LC10; all 5 called Nern subtypes (LC10a, LC10b, LC10c-1, LC10d, LC10e) predicted acetylcholine (Sup_Table_1); 1 subtype(s) unclear (LC10c-2)",11,VPN,474,0,acetylcholine,,,,,,,visual_projection,acetylcholine,1.0,0,3207,3207.0
LLPC1|LLPC2|LLPC3|LLPC4,LLPC_unclear,class,"MaleCNS 'LLPC_unclear' bin = unresolved subtype of LLPC; all 4 called Nern subtypes (LLPC1, LLPC2, LLPC3, LLPC4) predicted acetylcholine (Sup_Table_1)",1,VPN,382,0,acetylcholine,,,,,,,visual_projection,acetylcholine,1.0,0,573,573.0
,LOP_LO_unclear,unmatched,MaleCNS 'LOP_LO_unclear' is a region / class bin with no Nern type of that prefix,2,,0,0,,,,,,,,ol_intrinsic,glutamate,1.0,0,2046,2046.0
,LOP_ME_unclear,unmatched,MaleCNS 'LOP_ME_unclear' is a region / class bin with no Nern type of that prefix,4,,0,0,,,,,,,,ol_intrinsic,glutamate,1.0,0,1212,1212.0
,LOP_unclear,unmatched,MaleCNS 'LOP_unclear' is a region / class bin with no Nern type of that prefix,4,,0,0,,,,,,,,ol_intrinsic,glutamate,1.0,0,1171,1171.0
,LO_LOP_unclear,unmatched,MaleCNS 'LO_LOP_unclear' is a region / class bin with no Nern type of that prefix,1,,0,0,,,,,,,,ol_intrinsic,acetylcholine,1.0,0,463,463.0
,LO_ME_unclear,unmatched,MaleCNS 'LO_ME_unclear' is a region / class bin with no Nern type of that prefix,2,,0,0,,,,,,,,ol_intrinsic,glutamate,1.0,0,1015,1015.0
,LO_unclear,unmatched,MaleCNS 'LO_unclear' is a region / class bin with no Nern type of that prefix,14,,0,0,,,,,,,,ol_intrinsic,glutamate,1.0,0,6424,6424.0
LPC1|LPC2,LPC_unclear,class,"MaleCNS 'LPC_unclear' bin = unresolved subtype of LPC; all 2 called Nern subtypes (LPC1, LPC2) predicted acetylcholine (Sup_Table_1)",2,VPN,187,0,acetylcholine,,,,,,,visual_projection,acetylcholine,1.0,0,823,823.0
LPLC1|LPLC2|LPLC4,LPLC_unclear,class,"MaleCNS 'LPLC_unclear' bin = unresolved subtype of LPLC; all 3 called Nern subtypes (LPLC1, LPLC2, LPLC4) predicted acetylcholine (Sup_Table_1)",1,VPN,206,0,acetylcholine,,,,,,,visual_projection,acetylcholine,1.0,0,554,554.0
,LPi_unclear,unmatched,"MaleCNS 'LPi_unclear' bin spans 15 Nern LPi subtypes whose predictions disagree (glutamate 11, gaba 4); no class-level label",4,,0,0,,,,,,,,ol_intrinsic,glutamate,1.0,0,1962,1962.0
,Li_unclear,unmatched,"MaleCNS 'Li_unclear' bin spans 31 Nern Li subtypes whose predictions disagree (gaba 20, glutamate 8, acetylcholine 3); no class-level label",3,,0,0,,,,,,,,ol_intrinsic,gaba,0.667,0,2363,2363.0
,LoVP109,unmatched,"Sup_Table_7 row 734 note: 'LoVP109 (named based on LM data, not found in OL dataset)'",1,,0,0,,,,,,,,visual_projection,acetylcholine,1.0,0,3865,3865.0
,LoVP_unclear,unmatched,"MaleCNS 'LoVP_unclear' bin spans 107 Nern LoVP subtypes whose predictions disagree (unclear 63, acetylcholine 29, glutamate 13, gaba 2); no class-level label",12,,0,0,,,,,,,,visual_projection,acetylcholine,1.0,0,4121,4121.0
,LopVC_unclear,unmatched,MaleCNS 'LopVC_unclear' is a region / class bin with no Nern type of that prefix,1,,0,0,,,,,,,,visual_centrifugal,glutamate,1.0,0,358,358.0
,LpMe_unclear,unmatched,MaleCNS 'LpMe_unclear' is a region / class bin with no Nern type of that prefix,2,,0,0,,,,,,,,ol_intrinsic,glutamate,1.0,0,682,682.0
,ME_LOP_unclear,unmatched,MaleCNS 'ME_LOP_unclear' is a region / class bin with no Nern type of that prefix,1,,0,0,,,,,,,,ol_intrinsic,glutamate,1.0,0,511,511.0
,ME_LO_unclear,unmatched,MaleCNS 'ME_LO_unclear' is a region / class bin with no Nern type of that prefix,4,,0,0,,,,,,,,ol_intrinsic,glutamate,0.5,0,2773,2773.0
,ME_unclear,unmatched,MaleCNS 'ME_unclear' is a region / class bin with no Nern type of that prefix,25,,0,0,,,,,,,,ol_intrinsic,glutamate,1.0,0,8114,8114.0
MeTu4a|MeTu4b|MeTu4c|MeTu4d|MeTu4e|MeTu4f,MeTu4_unclear,class,"MaleCNS 'MeTu4_unclear' bin = unresolved subtype of MeTu4; all 6 called Nern subtypes (MeTu4a, MeTu4b, MeTu4c, MeTu4d, MeTu4e, MeTu4f) predicted acetylcholine (Sup_Table_1)",2,VPN,179,0,acetylcholine,,,,,,,visual_projection,acetylcholine,1.0,0,854,854.0
,MeVC_unclear,unmatched,"MaleCNS 'MeVC_unclear' bin spans 22 Nern MeVC subtypes whose predictions disagree (acetylcholine 15, glutamate 6, unclear 1); no class-level label",1,,0,0,,,,,,,,visual_centrifugal,glutamate,1.0,0,1150,1150.0
MeVP6,MeVP6_unclear,class,MaleCNS 'MeVP6_unclear' bin = unresolved subtype of MeVP6; all 1 called Nern subtypes (MeVP6) predicted glutamate (Sup_Table_1),2,VPN,49,0,glutamate,,,,,,,visual_projection,glutamate,1.0,0,1145,1145.0
,MeVP_unclear,unmatched,"MaleCNS 'MeVP_unclear' bin spans 60 Nern MeVP subtypes whose predictions disagree (acetylcholine 27, unclear 24, glutamate 6, gaba 3); no class-level label",1,,0,0,,,,,,,,visual_projection,glutamate,1.0,0,719,719.0
,OCC01b,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,2,,0,0,,,,,,,,visual_centrifugal,acetylcholine,1.0,0,386,386.0
,OCC02a,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,6,,0,0,,,,,,,,visual_centrifugal,unknown,1.0,6,0,58.0
,OCC02b,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,16,,0,0,,,,,,,,visual_centrifugal,unknown,1.0,16,0,31.0
,OCG01a,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,2,,0,0,,,,,,,,visual_projection,glutamate,1.0,0,2002,2002.0
,OCG01b,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,2,,0,0,,,,,,,,visual_projection,acetylcholine,1.0,0,6640,6640.0
,OCG01c,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,2,,0,0,,,,,,,,visual_projection,glutamate,1.0,0,2697,2697.0
,OCG01d,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,2,,0,0,,,,,,,,visual_projection,acetylcholine,1.0,0,6706,6706.0
,OCG01e,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,2,,0,0,,,,,,,,visual_projection,acetylcholine,1.0,0,4817,4817.0
,OCG01f,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,2,,0,0,,,,,,,,visual_projection,glutamate,1.0,0,4348,4348.0
,OCG02b,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,2,,0,0,,,,,,,,visual_projection,acetylcholine,1.0,0,5961,5961.0
,OCG02c,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,4,,0,0,,,,,,,,visual_projection,acetylcholine,1.0,0,5964,5964.0
,OCG03,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,2,,0,0,,,,,,,,visual_projection,acetylcholine,1.0,0,2901,2901.0
,OCG06,unmatched,ocellar type; the ocelli are outside the Nern 2025 optic-lobe inventory,2,,0,0,,,,,,,,visual_centrifugal,acetylcholine,1.0,0,1439,1439.0
,OLVp_unclear,unmatched,MaleCNS 'OLVp_unclear' is a region / class bin with no Nern type of that prefix,1,,0,0,,,,,,,,visual_projection,acetylcholine,1.0,0,446,446.0
PVLP046,PVLP046_unclear,class,MaleCNS 'PVLP046_unclear' bin = unresolved subtype of PVLP046; all 1 called Nern subtypes (PVLP046) predicted gaba (Sup_Table_1),1,other,5,6,gaba,,,,,,,visual_centrifugal,gaba,1.0,0,536,536.0
,Pm7_Li28,unmatched,MaleCNS composite of Pm7 (gaba) and Li28 (gaba); not a Nern type,2,,0,0,,,,,,,,ol_intrinsic,gaba,1.0,0,2555,2555.0
,Pm_unclear,unmatched,"MaleCNS 'Pm_unclear' bin spans 14 Nern Pm subtypes whose predictions disagree (gaba 12, glutamate 2); no class-level label",1,,0,0,,,,,,,,ol_intrinsic,gaba,1.0,0,1386,1386.0
R7d|R7p|R7y|R8d|R8p|R8y,R7R8_unclear,class,"MaleCNS 'R7R8_unclear' bin = unresolved subtype of R7/R8; all 6 called Nern subtypes (R7d, R7p, R7y, R8d, R8p, R8y) predicted histamine (Sup_Table_1)",85,ONIN,762,0,histamine,,,,,,,ol_sensory,histamine,1.0,0,473,473.0
